order_id,order_number,customer_id,order_date,ship_date,subtotal,tax,freight,total,total_cost,margin,status,payment_status,po_number
2913,ORD-202310-00017,105,2023-10-16,2023-10-17,5129.29,271.85,181.22,5582.36,3147.81,0.3863,DELIVERED,PAID,PO-00105-2197
2914,ORD-202310-00018,124,2023-10-17,2023-10-20,1232.60,73.96,38.19,1344.75,839.96,0.3185,DELIVERED,PAID,PO-00124-6518
2915,ORD-202310-00019,49,2023-10-10,2023-10-12,3429.52,205.77,52.23,3687.52,2193.88,0.3603,DELIVERED,OVERDUE,PO-00049-2895
2916,ORD-202310-00020,81,2023-10-21,2023-10-21,4888.36,293.30,60.20,5241.86,2919.86,0.4027,DELIVERED,PAID,PO-00081-5101
2917,ORD-202310-00021,107,2023-10-13,2023-10-16,5659.00,339.54,131.43,6129.97,3473.22,0.3862,DELIVERED,PAID,PO-00107-1744
2918,ORD-202310-00022,58,2023-10-09,2023-10-11,4879.88,323.29,75.39,5278.56,3156.73,0.3531,DELIVERED,PAID,PO-00058-9742
2919,ORD-202310-00023,46,2023-10-23,2023-10-23,16786.51,1007.19,75.51,17869.21,12913.11,0.2307,DELIVERED,PAID,PO-00046-8675
2920,ORD-202310-00024,56,2023-10-26,2023-10-27,1093.41,72.44,31.33,1197.18,683.81,0.3746,DELIVERED,OVERDUE,PO-00056-8081
2921,ORD-202310-00025,14,2023-10-10,2023-10-12,1485.93,89.16,64.47,1639.56,1082.60,0.2714,DELIVERED,PAID,PO-00014-1023
2922,ORD-202310-00026,15,2023-10-17,2023-10-20,2067.54,124.05,101.30,2292.89,1348.38,0.3478,DELIVERED,PAID,PO-00015-1805
2923,ORD-202310-00027,47,2023-10-18,2023-10-20,2965.66,196.47,88.22,3250.35,1930.72,0.349,DELIVERED,PAID,PO-00047-3217
2924,ORD-202310-00028,32,2023-10-23,2023-10-25,3617.51,217.05,50.16,3884.72,2371.78,0.3444,DELIVERED,PAID,PO-00032-3008
2925,ORD-202310-00029,91,2023-10-12,2023-10-16,3956.56,262.12,118.32,4337.00,2552.55,0.3549,DELIVERED,PAID,PO-00091-6002
2926,ORD-202310-00030,101,2023-10-09,2023-10-10,10344.48,685.32,142.28,11172.08,6562.00,0.3657,DELIVERED,PAID,PO-00101-4939
2927,ORD-202310-00031,56,2023-10-06,2023-10-06,1383.41,91.65,28.30,1503.36,805.79,0.4175,DELIVERED,PAID,PO-00056-1113
2928,ORD-202310-00032,129,2023-10-13,2023-10-17,1692.34,112.12,34.64,1839.10,1122.42,0.3368,DELIVERED,PAID,PO-00129-9945
2929,ORD-202310-00033,108,2023-10-11,2023-10-12,19733.98,1184.04,121.92,21039.94,14667.95,0.2567,DELIVERED,PAID,PO-00108-3834
2930,ORD-202310-00034,149,2023-10-23,2023-10-25,2109.10,126.55,57.25,2292.90,1402.68,0.3349,DELIVERED,PAID,PO-00149-4926
2931,ORD-202310-00035,90,2023-10-09,2023-10-10,3042.11,182.53,68.33,3292.97,1586.25,0.4786,DELIVERED,PAID,PO-00090-7756
2932,ORD-202310-00036,9,2023-10-07,2023-10-07,2910.09,174.61,90.89,3175.59,1759.30,0.3954,DELIVERED,PAID,PO-00009-8884
2933,ORD-202310-00037,149,2023-10-10,2023-10-13,4119.57,247.17,116.21,4482.95,2667.20,0.3526,DELIVERED,PAID,PO-00149-3961
2934,ORD-202310-00038,49,2023-10-09,2023-10-11,3719.82,223.19,86.88,4029.89,2301.25,0.3814,CANCELLED,UNPAID,PO-00049-5157
2935,ORD-202310-00039,32,2023-10-18,2023-10-18,3126.02,187.56,47.99,3361.57,2064.29,0.3396,DELIVERED,PAID,PO-00032-3314
2936,ORD-202310-00040,50,2023-10-24,2023-10-24,5639.07,373.59,195.56,6208.22,3587.10,0.3639,DELIVERED,PAID,PO-00050-7994
2937,ORD-202310-00041,82,2023-10-19,2023-10-19,4390.69,232.71,62.03,4685.43,2453.45,0.4412,DELIVERED,PAID,PO-00082-8939
2938,ORD-202310-00042,73,2023-10-04,2023-10-05,2339.38,154.98,59.20,2553.56,1315.11,0.4378,DELIVERED,PAID,PO-00073-9747
2939,ORD-202310-00043,122,2023-10-25,2023-10-30,2357.75,141.47,51.25,2550.47,1631.81,0.3079,DELIVERED,PAID,PO-00122-5441
2940,ORD-202310-00044,51,2023-10-19,2023-10-24,4842.91,256.67,92.21,5191.79,3127.54,0.3542,DELIVERED,PAID,PO-00051-2360
2941,ORD-202310-00045,30,2023-10-10,2023-10-12,12445.75,746.75,98.19,13290.69,8826.47,0.2908,DELIVERED,PAID,PO-00030-3892
2942,ORD-202310-00046,133,2023-10-16,2023-10-19,1700.91,90.15,43.41,1834.47,1094.62,0.3565,DELIVERED,PAID,PO-00133-1553
2943,ORD-202310-00047,82,2023-10-03,2023-10-05,2456.12,130.17,73.27,2659.56,1544.49,0.3712,CANCELLED,UNPAID,PO-00082-1914
2944,ORD-202310-00048,129,2023-10-13,2023-10-13,1303.78,86.38,58.08,1448.24,868.50,0.3339,DELIVERED,PAID,PO-00129-5381
2945,ORD-202310-00049,148,2023-10-03,2023-10-04,3402.59,204.16,66.74,3673.49,2331.21,0.3149,DELIVERED,PAID,PO-00148-9913
2946,ORD-202310-00050,20,2023-10-04,2023-10-05,2721.05,180.27,92.10,2993.42,1765.48,0.3512,DELIVERED,PAID,PO-00020-2278
2947,ORD-202310-00051,45,2023-10-13,2023-10-13,1554.59,102.99,61.63,1719.21,980.93,0.369,DELIVERED,PAID,PO-00045-2866
2948,ORD-202310-00052,42,2023-10-29,2023-10-30,4027.47,241.65,92.57,4361.69,2809.84,0.3023,DELIVERED,PAID,PO-00042-6659
2949,ORD-202310-00053,80,2023-10-17,2023-10-18,6594.34,395.66,195.58,7185.58,4244.39,0.3564,DELIVERED,PAID,PO-00080-2253
2950,ORD-202310-00054,86,2023-10-10,2023-10-11,3397.74,203.86,69.01,3670.61,2063.17,0.3928,DELIVERED,PAID,PO-00086-6964
2951,ORD-202310-00055,40,2023-10-20,2023-10-20,1086.42,65.19,56.57,1208.18,768.71,0.2924,DELIVERED,PAID,PO-00040-7585
2952,ORD-202310-00056,94,2023-10-15,2023-10-16,5568.31,295.12,183.56,6046.99,3438.07,0.3826,DELIVERED,PAID,PO-00094-1658
2953,ORD-202310-00057,55,2023-10-11,2023-10-11,8097.35,429.16,167.37,8693.88,6163.74,0.2388,DELIVERED,PARTIAL,PO-00055-9561
2954,ORD-202310-00058,8,2023-10-13,2023-10-13,2462.32,147.74,94.41,2704.47,1485.94,0.3965,DELIVERED,PAID,PO-00008-2083
2955,ORD-202310-00059,34,2023-10-30,2023-10-31,2287.89,121.26,101.49,2510.64,1509.18,0.3404,DELIVERED,PAID,PO-00034-7755
2956,ORD-202310-00060,80,2023-10-10,2023-10-12,1522.32,91.34,35.59,1649.25,953.50,0.3737,DELIVERED,PAID,PO-00080-8471
2957,ORD-202310-00061,44,2023-10-09,2023-10-12,3740.22,224.41,101.60,4066.23,2352.69,0.371,DELIVERED,PAID,PO-00044-9844
2958,ORD-202310-00062,124,2023-10-09,2023-10-09,1378.26,82.70,54.22,1515.18,1026.47,0.2552,DELIVERED,PAID,PO-00124-8437
2959,ORD-202310-00063,58,2023-10-16,2023-10-18,4809.72,318.64,118.77,5247.13,3047.57,0.3664,DELIVERED,PAID,PO-00058-2331
2960,ORD-202310-00064,9,2023-10-14,2023-10-18,3471.83,208.31,118.49,3798.63,2358.33,0.3207,DELIVERED,PAID,PO-00009-2861
2961,ORD-202310-00065,117,2023-10-17,2023-10-17,3971.25,238.27,68.90,4278.42,2488.96,0.3733,CANCELLED,UNPAID,PO-00117-8181
2962,ORD-202310-00066,135,2023-10-03,2023-10-06,405.96,24.36,32.31,462.63,278.08,0.315,DELIVERED,PAID,PO-00135-5718
2963,ORD-202310-00067,106,2023-10-21,2023-10-24,5211.19,345.24,90.32,5646.75,3278.64,0.3708,DELIVERED,PAID,PO-00106-4651
2964,ORD-202310-00068,85,2023-10-20,2023-10-25,3151.15,189.07,68.47,3408.69,1994.45,0.3671,DELIVERED,PAID,PO-00085-2613
2965,ORD-202310-00069,69,2023-10-02,2023-10-04,4153.16,249.19,58.10,4460.45,2707.46,0.3481,DELIVERED,PAID,PO-00069-2136
2966,ORD-202310-00070,149,2023-10-23,2023-10-25,4454.55,267.27,50.44,4772.26,2916.15,0.3454,DELIVERED,PAID,PO-00149-9643
2967,ORD-202310-00071,54,2023-10-11,2023-10-16,4577.49,274.65,65.25,4917.39,3024.15,0.3393,DELIVERED,PAID,PO-00054-8042
2968,ORD-202310-00072,144,2023-10-10,2023-10-10,1649.19,98.95,26.42,1774.56,1092.33,0.3377,DELIVERED,PAID,PO-00144-4423
2969,ORD-202310-00073,123,2023-10-17,2023-10-19,3097.27,185.84,100.39,3383.50,1867.32,0.3971,DELIVERED,PAID,PO-00123-3659
2970,ORD-202310-00074,5,2023-10-31,2023-11-01,7808.59,468.52,164.95,8442.06,4961.44,0.3646,DELIVERED,PAID,PO-00005-1117
2971,ORD-202310-00075,76,2023-10-19,2023-10-23,3997.57,239.85,74.51,4311.93,2360.08,0.4096,DELIVERED,PAID,PO-00076-9295
2972,ORD-202310-00076,133,2023-10-30,2023-10-30,4108.51,217.75,75.66,4401.92,2585.86,0.3706,DELIVERED,PAID,PO-00133-1993
2973,ORD-202310-00077,87,2023-10-27,2023-10-30,2202.48,116.73,73.61,2392.82,1348.86,0.3876,DELIVERED,PAID,PO-00087-4588
2974,ORD-202310-00078,59,2023-10-27,2023-10-27,7700.75,462.04,127.43,8290.22,4613.47,0.4009,DELIVERED,PAID,PO-00059-3269
2975,ORD-202310-00079,12,2023-10-18,2023-10-18,19125.95,1013.68,136.72,20276.35,15251.68,0.2026,DELIVERED,PAID,PO-00012-2968
2976,ORD-202310-00080,93,2023-10-30,2023-10-31,2110.40,126.62,99.59,2336.61,1337.80,0.3661,DELIVERED,PAID,PO-00093-2666
2977,ORD-202310-00081,28,2023-10-20,2023-10-24,710.42,47.07,59.66,817.15,407.49,0.4264,DELIVERED,PAID,PO-00028-6351
2978,ORD-202310-00082,122,2023-10-03,2023-10-05,2807.73,168.46,45.74,3021.93,1733.43,0.3826,DELIVERED,PAID,PO-00122-2053
2979,ORD-202310-00083,124,2023-10-05,2023-10-10,2706.02,162.36,62.55,2930.93,1695.23,0.3735,DELIVERED,PAID,PO-00124-2425
2980,ORD-202310-00084,48,2023-10-27,2023-10-30,5614.92,336.90,83.13,6034.95,3686.24,0.3435,DELIVERED,PAID,PO-00048-5416
2981,ORD-202310-00085,59,2023-10-13,2023-10-18,5902.40,354.14,146.63,6403.17,4115.39,0.3028,DELIVERED,PAID,PO-00059-8496
2982,ORD-202310-00086,95,2023-10-04,2023-10-09,3115.53,186.93,95.19,3397.65,2039.04,0.3455,DELIVERED,PAID,PO-00095-3574
2983,ORD-202310-00087,89,2023-10-31,2023-11-01,5624.35,337.46,77.58,6039.39,3542.72,0.3701,DELIVERED,PAID,PO-00089-3563
2984,ORD-202310-00088,132,2023-10-16,2023-10-17,5138.73,308.32,130.22,5577.27,3263.49,0.3649,DELIVERED,PAID,PO-00132-7947
2985,ORD-202310-00089,42,2023-10-25,2023-10-30,1227.54,73.65,52.14,1353.33,757.73,0.3827,DELIVERED,PAID,PO-00042-6590
2986,ORD-202310-00090,3,2023-10-02,2023-10-04,1789.54,118.56,49.47,1957.57,1192.89,0.3334,DELIVERED,PAID,PO-00003-9388
2987,ORD-202310-00091,55,2023-10-12,2023-10-17,3225.09,170.93,69.03,3465.05,1990.91,0.3827,DELIVERED,PAID,PO-00055-3791
2988,ORD-202310-00092,23,2023-10-04,2023-10-05,3050.12,183.01,81.35,3314.48,1939.42,0.3641,DELIVERED,PAID,PO-00023-3055
2989,ORD-202310-00093,6,2023-10-06,2023-10-09,1411.03,84.66,43.87,1539.56,817.14,0.4209,DELIVERED,PAID,PO-00006-2981
2990,ORD-202310-00094,144,2023-10-23,2023-10-26,13892.74,833.56,93.14,14819.44,10584.14,0.2382,DELIVERED,PAID,PO-00144-6102
2991,ORD-202310-00095,56,2023-10-16,2023-10-16,3770.00,249.76,108.60,4128.36,2391.34,0.3657,DELIVERED,PAID,PO-00056-1375
2992,ORD-202310-00096,103,2023-10-14,2023-10-16,4985.56,299.13,48.77,5333.46,2999.74,0.3983,DELIVERED,PAID,PO-00103-3795
2993,ORD-202310-00097,10,2023-10-24,2023-10-25,4242.87,224.87,98.76,4566.50,2606.70,0.3856,DELIVERED,PAID,PO-00010-9988
2994,ORD-202310-00098,34,2023-10-13,2023-10-18,375.94,19.92,18.60,414.46,243.78,0.3515,DELIVERED,PAID,PO-00034-6059
2995,ORD-202310-00099,50,2023-10-20,2023-10-24,2683.07,177.75,73.98,2934.80,1856.64,0.308,DELIVERED,PAID,PO-00050-8143
2996,ORD-202310-00100,137,2023-10-23,2023-10-25,470.61,28.24,34.66,533.51,332.64,0.2932,DELIVERED,PAID,PO-00137-8197
2997,ORD-202310-00101,3,2023-10-17,2023-10-17,9536.62,631.80,82.02,10250.44,5769.16,0.3951,DELIVERED,PAID,PO-00003-5702
2998,ORD-202310-00102,102,2023-10-31,2023-11-03,2514.83,150.89,68.37,2734.09,1591.19,0.3673,DELIVERED,PAID,PO-00102-6878
2999,ORD-202310-00103,102,2023-10-16,2023-10-16,8062.05,483.72,178.47,8724.24,5133.93,0.3632,DELIVERED,PAID,PO-00102-7412
3000,ORD-202310-00104,57,2023-10-03,2023-10-05,10479.78,628.79,75.21,11183.78,8139.83,0.2233,DELIVERED,PAID,PO-00057-3612
3001,ORD-202310-00105,102,2023-10-16,2023-10-19,3002.96,180.18,105.01,3288.15,1849.09,0.3842,DELIVERED,PAID,PO-00102-4184
3002,ORD-202310-00106,107,2023-10-26,2023-10-26,4606.62,276.40,54.74,4937.76,2810.14,0.39,DELIVERED,PAID,PO-00107-7497
3003,ORD-202310-00107,48,2023-10-26,2023-10-27,880.41,52.82,28.69,961.92,610.62,0.3064,DELIVERED,PAID,PO-00048-1794
3004,ORD-202310-00108,24,2023-10-01,2023-10-02,930.82,61.67,42.38,1034.87,654.60,0.2967,DELIVERED,PAID,PO-00024-6266
3005,ORD-202310-00109,82,2023-10-16,2023-10-16,5825.92,308.77,150.72,6285.41,3602.21,0.3817,DELIVERED,PAID,PO-00082-1601
3006,ORD-202310-00110,79,2023-10-20,2023-10-25,4122.84,247.37,93.87,4464.08,2622.02,0.364,DELIVERED,PAID,PO-00079-9704
3007,ORD-202310-00111,140,2023-10-16,2023-10-16,4458.82,236.32,60.83,4755.97,3002.27,0.3267,DELIVERED,PAID,PO-00140-6045
3008,ORD-202310-00112,10,2023-10-23,2023-10-24,11398.83,604.14,148.80,12151.77,6980.75,0.3876,DELIVERED,PAID,PO-00010-7151
3009,ORD-202310-00113,46,2023-10-01,2023-10-02,2294.51,137.67,79.09,2511.27,1396.02,0.3916,DELIVERED,PAID,PO-00046-8951
3010,ORD-202310-00114,116,2023-10-11,2023-10-16,4695.39,281.72,98.02,5075.13,2957.18,0.3702,CANCELLED,UNPAID,PO-00116-3461
3011,ORD-202310-00115,126,2023-10-31,2023-11-03,1028.22,68.12,47.56,1143.90,686.46,0.3324,DELIVERED,PAID,PO-00126-7701
3012,ORD-202310-00116,36,2023-10-13,2023-10-13,3228.48,193.71,110.98,3533.17,2171.96,0.3272,DELIVERED,PAID,PO-00036-1689
3013,ORD-202310-00117,130,2023-10-31,2023-11-02,3901.96,258.50,55.95,4216.41,2354.03,0.3967,DELIVERED,PAID,PO-00130-1708
3014,ORD-202310-00118,134,2023-10-11,2023-10-12,4906.95,325.09,116.64,5348.68,3128.98,0.3623,DELIVERED,PAID,PO-00134-8877
3015,ORD-202310-00119,104,2023-10-29,2023-10-29,4716.26,312.45,112.60,5141.31,2964.07,0.3715,DELIVERED,PAID,PO-00104-5705
3016,ORD-202310-00120,89,2023-10-02,2023-10-04,5232.89,313.97,182.92,5729.78,3100.39,0.4075,DELIVERED,PAID,PO-00089-2782
3017,ORD-202310-00121,116,2023-10-12,2023-10-16,3858.37,231.50,88.79,4178.66,2538.04,0.3422,DELIVERED,PAID,PO-00116-9012
3018,ORD-202310-00122,54,2023-10-20,2023-10-20,2233.54,134.01,109.70,2477.25,1478.86,0.3379,DELIVERED,PAID,PO-00054-4806
3019,ORD-202310-00123,24,2023-10-25,2023-10-26,10810.76,716.21,138.41,11665.38,8796.98,0.1863,DELIVERED,PAID,PO-00024-2490
3020,ORD-202310-00124,113,2023-10-06,2023-10-09,1611.37,96.68,36.03,1744.08,1044.44,0.3518,DELIVERED,PAID,PO-00113-2600
3021,ORD-202310-00125,64,2023-10-10,2023-10-10,2843.33,170.60,90.63,3104.56,1686.81,0.4067,DELIVERED,PAID,PO-00064-4190
3022,ORD-202310-00126,22,2023-10-27,2023-10-27,2681.42,160.89,54.70,2897.01,1609.64,0.3997,DELIVERED,PARTIAL,PO-00022-6395
3023,ORD-202310-00127,96,2023-10-12,2023-10-16,2279.62,136.78,69.57,2485.97,1438.23,0.3691,DELIVERED,PAID,PO-00096-4330
3024,ORD-202310-00128,116,2023-10-26,2023-10-31,2124.88,127.49,53.67,2306.04,1419.09,0.3322,DELIVERED,OVERDUE,PO-00116-1601
3025,ORD-202310-00129,138,2023-10-31,2023-10-31,1410.27,84.62,62.07,1556.96,941.02,0.3327,DELIVERED,PAID,PO-00138-4219
3026,ORD-202310-00130,130,2023-10-30,2023-10-30,2303.59,152.61,54.01,2510.21,1562.58,0.3217,DELIVERED,PAID,PO-00130-3671
3027,ORD-202310-00131,141,2023-10-19,2023-10-24,3872.30,256.54,83.90,4212.74,2644.64,0.317,DELIVERED,PAID,PO-00141-2006
3028,ORD-202310-00132,95,2023-10-18,2023-10-19,1027.19,61.63,30.94,1119.76,648.63,0.3685,DELIVERED,PAID,PO-00095-6759
3029,ORD-202310-00133,70,2023-10-10,2023-10-10,2701.14,162.07,52.76,2915.97,1683.07,0.3769,DELIVERED,PAID,PO-00070-9985
3030,ORD-202310-00134,3,2023-10-02,2023-10-03,12540.66,830.82,163.59,13535.07,9271.30,0.2607,DELIVERED,PAID,PO-00003-8746
3031,ORD-202310-00135,149,2023-10-02,2023-10-04,1117.37,67.04,30.41,1214.82,746.35,0.332,DELIVERED,PAID,PO-00149-9707
3032,ORD-202310-00136,12,2023-10-30,2023-11-02,13213.74,700.33,111.77,14025.84,10068.89,0.238,DELIVERED,PAID,PO-00012-2904
3033,ORD-202310-00137,11,2023-10-20,2023-10-24,1646.26,98.78,37.55,1782.59,986.67,0.4007,DELIVERED,PAID,PO-00011-7837
3034,ORD-202310-00138,116,2023-10-26,2023-10-27,7045.37,422.72,122.95,7591.04,4593.92,0.348,DELIVERED,PAID,PO-00116-4614
3035,ORD-202310-00139,52,2023-10-15,2023-10-16,4794.64,287.68,92.99,5175.31,3114.48,0.3504,DELIVERED,PAID,PO-00052-8214
3036,ORD-202310-00140,51,2023-10-24,2023-10-24,1981.67,105.03,34.59,2121.29,1188.75,0.4001,DELIVERED,PAID,PO-00051-9494
3037,ORD-202310-00141,55,2023-10-10,2023-10-10,445.56,23.61,29.73,498.90,305.91,0.3134,DELIVERED,PAID,PO-00055-5309
3038,ORD-202310-00142,149,2023-10-16,2023-10-18,4592.89,275.57,95.12,4963.58,2888.87,0.371,DELIVERED,PAID,PO-00149-9144
3039,ORD-202310-00143,11,2023-10-18,2023-10-23,5494.24,329.65,198.27,6022.16,3638.87,0.3377,DELIVERED,PAID,PO-00011-7752
3040,ORD-202310-00144,148,2023-10-13,2023-10-13,1835.42,110.13,64.73,2010.28,1173.84,0.3605,DELIVERED,PAID,PO-00148-4438
3041,ORD-202310-00145,41,2023-10-12,2023-10-12,29839.53,1790.37,100.19,31730.09,21913.21,0.2656,DELIVERED,PAID,PO-00041-6902
3042,ORD-202310-00146,146,2023-10-12,2023-10-16,4569.68,274.18,91.17,4935.03,3001.40,0.3432,DELIVERED,PAID,PO-00146-4330
3043,ORD-202310-00147,121,2023-10-30,2023-11-01,1340.01,80.40,52.48,1472.89,944.87,0.2949,DELIVERED,PAID,PO-00121-8054
3044,ORD-202310-00148,76,2023-10-19,2023-10-19,730.22,43.81,27.67,801.70,455.00,0.3769,DELIVERED,PAID,PO-00076-2736
3045,ORD-202310-00149,28,2023-10-02,2023-10-05,1680.71,111.35,40.39,1832.45,1067.94,0.3646,DELIVERED,PAID,PO-00028-8193
3046,ORD-202310-00150,111,2023-10-29,2023-10-29,6431.99,385.92,174.82,6992.73,4019.45,0.3751,DELIVERED,PAID,PO-00111-7338
3047,ORD-202310-00151,105,2023-10-19,2023-10-24,2435.66,129.09,52.44,2617.19,1540.57,0.3675,DELIVERED,PAID,PO-00105-1522
3048,ORD-202310-00152,145,2023-10-24,2023-10-27,5319.88,319.19,152.26,5791.33,3542.26,0.3341,DELIVERED,PAID,PO-00145-9990
3049,ORD-202310-00153,91,2023-10-26,2023-10-27,6675.04,442.22,101.79,7219.05,4229.40,0.3664,DELIVERED,PAID,PO-00091-6265
3050,ORD-202310-00154,80,2023-10-05,2023-10-05,9093.24,545.59,106.66,9745.49,5536.22,0.3912,DELIVERED,PAID,PO-00080-1674
3051,ORD-202310-00155,40,2023-10-24,2023-10-26,1788.15,107.29,27.45,1922.89,1257.33,0.2969,DELIVERED,PAID,PO-00040-7286
3052,ORD-202310-00156,135,2023-10-17,2023-10-17,8161.32,489.68,113.29,8764.29,5161.23,0.3676,DELIVERED,PAID,PO-00135-1202
3053,ORD-202310-00157,103,2023-10-10,2023-10-12,1978.11,118.69,56.36,2153.16,1192.53,0.3971,DELIVERED,PAID,PO-00103-3892
3054,ORD-202310-00158,108,2023-10-03,2023-10-05,6449.76,386.99,87.98,6924.73,4173.72,0.3529,DELIVERED,PAID,PO-00108-3587
3055,ORD-202310-00159,101,2023-10-23,2023-10-24,2766.99,183.31,70.28,3020.58,1602.90,0.4207,DELIVERED,PAID,PO-00101-2033
3056,ORD-202310-00160,143,2023-10-24,2023-10-24,3275.81,217.02,109.04,3601.87,2167.20,0.3384,DELIVERED,PAID,PO-00143-1189
3057,ORD-202310-00161,35,2023-10-19,2023-10-20,5832.97,349.98,82.62,6265.57,3616.86,0.3799,DELIVERED,PAID,PO-00035-6845
3058,ORD-202310-00162,112,2023-10-11,2023-10-11,6978.04,462.30,191.24,7631.58,4115.92,0.4102,CANCELLED,UNPAID,PO-00112-5426
3059,ORD-202310-00163,122,2023-10-10,2023-10-13,3241.39,194.48,83.62,3519.49,2051.20,0.3672,DELIVERED,PAID,PO-00122-4837
3060,ORD-202310-00164,28,2023-10-03,2023-10-04,1804.56,119.55,42.09,1966.20,1288.38,0.286,DELIVERED,PAID,PO-00028-6922
3061,ORD-202310-00165,77,2023-10-18,2023-10-23,4701.39,282.08,82.85,5066.32,2923.22,0.3782,DELIVERED,PAID,PO-00077-6848
3062,ORD-202310-00166,139,2023-10-31,2023-11-03,3903.41,258.60,66.81,4228.82,2150.93,0.449,DELIVERED,PAID,PO-00139-4461
3063,ORD-202310-00167,1,2023-10-03,2023-10-03,3134.82,188.09,65.73,3388.64,2063.34,0.3418,DELIVERED,PAID,PO-00001-8831
3064,ORD-202310-00168,71,2023-10-19,2023-10-19,6164.58,408.40,127.82,6700.80,3939.90,0.3609,DELIVERED,PAID,PO-00071-5559
3065,ORD-202310-00169,121,2023-10-31,2023-11-03,13869.11,832.15,128.13,14829.39,10633.98,0.2333,DELIVERED,PAID,PO-00121-3848
3066,ORD-202310-00170,94,2023-10-23,2023-10-24,4911.15,260.29,85.85,5257.29,3083.10,0.3722,DELIVERED,PAID,PO-00094-6908
3067,ORD-202310-00171,140,2023-10-19,2023-10-24,2453.50,130.04,117.12,2700.66,1642.86,0.3304,DELIVERED,PAID,PO-00140-1055
3068,ORD-202310-00172,135,2023-10-31,2023-11-03,1239.29,74.36,29.48,1343.13,843.44,0.3194,DELIVERED,PAID,PO-00135-9042
3069,ORD-202310-00173,125,2023-10-03,2023-10-03,1065.73,63.94,46.12,1175.79,768.56,0.2788,DELIVERED,PAID,PO-00125-8476
3070,ORD-202310-00174,52,2023-10-10,2023-10-13,1542.25,92.53,58.14,1692.92,941.67,0.3894,DELIVERED,PAID,PO-00052-3155
3071,ORD-202310-00175,32,2023-10-24,2023-10-25,4112.38,246.74,86.95,4446.07,2600.72,0.3676,DELIVERED,PAID,PO-00032-7681
3072,ORD-202310-00176,35,2023-10-27,2023-11-01,1507.03,90.42,31.69,1629.14,958.90,0.3637,DELIVERED,PAID,PO-00035-7528
3073,ORD-202310-00177,113,2023-10-08,2023-10-08,11738.86,704.33,90.47,12533.66,8179.42,0.3032,DELIVERED,PAID,PO-00113-4434
3074,ORD-202310-00178,61,2023-10-10,2023-10-10,4260.10,255.61,96.24,4611.95,2598.04,0.3901,CANCELLED,UNPAID,PO-00061-9130
3075,ORD-202310-00179,58,2023-10-18,2023-10-23,558.18,36.98,36.44,631.60,368.40,0.34,DELIVERED,PAID,PO-00058-7824
3076,ORD-202310-00180,127,2023-10-02,2023-10-04,6484.26,389.06,97.64,6970.96,4063.90,0.3733,DELIVERED,PAID,PO-00127-7273
3077,ORD-202310-00181,82,2023-10-18,2023-10-19,4794.07,254.09,45.61,5093.77,2926.99,0.3895,DELIVERED,PAID,PO-00082-6114
3078,ORD-202310-00182,77,2023-10-23,2023-10-24,19240.99,1154.46,154.64,20550.09,15708.98,0.1836,DELIVERED,PAID,PO-00077-6792
3079,ORD-202310-00183,72,2023-10-05,2023-10-06,5686.20,301.37,173.43,6161.00,3478.49,0.3883,DELIVERED,PAID,PO-00072-7077
3080,ORD-202310-00184,78,2023-10-31,2023-11-02,2852.24,171.13,58.17,3081.54,1819.75,0.362,DELIVERED,PAID,PO-00078-2203
3081,ORD-202310-00185,16,2023-10-06,2023-10-11,5160.61,309.64,86.28,5556.53,2944.54,0.4294,DELIVERED,PAID,PO-00016-8298
3082,ORD-202310-00186,65,2023-10-16,2023-10-19,4595.88,275.75,81.34,4952.97,2888.70,0.3715,DELIVERED,PAID,PO-00065-2750
3083,ORD-202310-00187,95,2023-10-25,2023-10-27,2050.51,123.03,54.78,2228.32,1224.41,0.4029,DELIVERED,PAID,PO-00095-7072
3084,ORD-202310-00188,31,2023-10-16,2023-10-17,3149.17,208.63,92.32,3450.12,2293.41,0.2717,DELIVERED,PARTIAL,PO-00031-9542
3085,ORD-202310-00189,146,2023-10-06,2023-10-11,6794.43,407.67,121.18,7323.28,4162.56,0.3874,DELIVERED,PAID,PO-00146-3386
3086,ORD-202310-00190,130,2023-10-13,2023-10-18,3561.66,235.96,45.44,3843.06,2283.90,0.3588,DELIVERED,PAID,PO-00130-1067
3087,ORD-202310-00191,147,2023-10-06,2023-10-11,6403.43,384.21,120.31,6907.95,4919.90,0.2317,DELIVERED,PAID,PO-00147-2309
3088,ORD-202310-00192,39,2023-10-16,2023-10-17,4434.14,293.76,53.06,4780.96,2744.29,0.3811,DELIVERED,PAID,PO-00039-4773
3089,ORD-202310-00193,94,2023-10-18,2023-10-19,480.56,25.47,23.92,529.95,309.01,0.357,DELIVERED,PAID,PO-00094-2331
3090,ORD-202310-00194,22,2023-10-27,2023-11-01,290.06,17.40,26.97,334.43,183.77,0.3664,DELIVERED,PAID,PO-00022-3473
3091,ORD-202310-00195,134,2023-10-27,2023-10-31,1611.04,106.73,25.08,1742.85,1075.98,0.3321,DELIVERED,PAID,PO-00134-1767
3092,ORD-202310-00196,87,2023-10-26,2023-10-26,3147.94,166.84,51.03,3365.81,1986.44,0.369,DELIVERED,PAID,PO-00087-7641
3093,ORD-202310-00197,31,2023-10-27,2023-10-30,2344.82,155.34,46.89,2547.05,1389.44,0.4074,DELIVERED,PAID,PO-00031-2871
