line_id,order_id,line_number,product_id,quantity,unit_price,unit_cost,line_total,line_cost
8052,1788,2,46,3,86.31,60.55,258.93,181.65
8053,1788,3,169,13,13.69,8.42,177.97,109.46
8054,1789,1,71,2,1174.06,733.45,2348.12,1466.90
8055,1789,2,53,2,276.92,174.87,553.84,349.74
8056,1789,3,131,3,173.88,98.42,521.64,295.26
8057,1790,1,27,1,181.11,128.24,181.11,128.24
8058,1790,2,237,1,5885.75,4578.33,5885.75,4578.33
8059,1790,3,270,8,25.33,12.01,202.64,96.08
8060,1790,4,248,6,21.76,11.23,130.56,67.38
8061,1790,5,65,6,387.31,260.29,2323.86,1561.74
8062,1790,6,134,2,92.66,54.48,185.32,108.96
8063,1791,1,122,4,221.89,141.44,887.56,565.76
8064,1791,2,97,4,104.64,69.29,418.56,277.16
8065,1791,3,69,6,404.25,255.29,2425.50,1531.74
8066,1791,4,105,1,148.82,94.23,148.82,94.23
8067,1792,1,118,4,228.09,128.28,912.36,513.12
8068,1793,1,36,2,264.50,183.32,529.00,366.64
8069,1793,2,10,7,72.73,53.68,509.11,375.76
8070,1793,3,58,1,257.59,164.52,257.59,164.52
8071,1793,4,14,3,27.39,18.88,82.17,56.64
8072,1793,5,21,7,57.83,43.54,404.81,304.78
8073,1794,1,102,8,47.34,30.10,378.72,240.80
8074,1794,2,234,2,1951.98,1218.79,3903.96,2437.58
8075,1794,3,221,1,969.40,599.98,969.40,599.98
8076,1794,4,122,6,226.02,141.44,1356.12,848.64
8077,1794,5,4,5,41.58,30.33,207.90,151.65
8078,1795,1,280,3,341.88,171.59,1025.64,514.77
8079,1795,2,196,1,20.93,11.84,20.93,11.84
8080,1795,3,162,4,356.72,237.76,1426.88,951.04
8081,1796,1,8,10,75.67,54.61,756.70,546.10
8082,1796,2,240,1,9395.45,7546.94,9395.45,7546.94
8083,1796,3,36,3,256.23,183.32,768.69,549.96
8084,1796,4,40,4,334.73,237.13,1338.92,948.52
8085,1796,5,44,3,184.98,129.69,554.94,389.07
8086,1796,6,130,2,1141.30,748.93,2282.60,1497.86
8087,1797,1,40,6,336.52,237.13,2019.12,1422.78
8088,1797,2,22,7,63.54,45.14,444.78,315.98
8089,1797,3,3,2,101.90,70.09,203.80,140.18
8090,1797,4,19,9,72.03,52.18,648.27,469.62
8091,1798,1,38,6,236.03,174.59,1416.18,1047.54
8092,1798,2,76,2,1116.13,726.32,2232.26,1452.64
8093,1799,1,60,2,106.46,68.28,212.92,136.56
8094,1799,2,155,5,94.12,58.65,470.60,293.25
8095,1799,3,136,1,55.08,36.78,55.08,36.78
8096,1799,4,153,3,238.70,153.05,716.10,459.15
8097,1799,5,124,2,734.13,403.70,1468.26,807.40
8098,1799,6,135,2,121.14,64.37,242.28,128.74
8099,1799,7,122,6,231.19,141.44,1387.14,848.64
8100,1799,8,114,1,317.45,209.07,317.45,209.07
8101,1799,9,124,1,754.55,403.70,754.55,403.70
8102,1800,1,164,3,284.22,178.38,852.66,535.14
8103,1800,2,90,5,390.93,242.21,1954.65,1211.05
8104,1800,3,136,5,55.31,36.78,276.55,183.90
8105,1800,4,162,3,368.14,237.76,1104.42,713.28
8106,1801,1,273,2,254.69,122.95,509.38,245.90
8107,1801,2,171,23,13.79,8.24,317.17,189.52
8108,1801,3,198,6,71.75,41.67,430.50,250.02
8109,1801,4,176,24,24.00,14.05,576.00,337.20
8110,1801,5,273,2,252.67,122.95,505.34,245.90
8111,1802,1,2,3,115.81,82.34,347.43,247.02
8112,1802,2,38,5,232.89,174.59,1164.45,872.95
8113,1802,3,25,3,212.24,158.36,636.72,475.08
8114,1802,4,262,10,55.37,28.59,553.70,285.90
8115,1802,5,96,10,68.15,41.96,681.50,419.60
8116,1803,1,37,2,345.37,237.81,690.74,475.62
8117,1803,2,25,3,211.84,158.36,635.52,475.08
8118,1803,3,3,4,97.47,70.09,389.88,280.36
8119,1803,4,38,3,239.44,174.59,718.32,523.77
8120,1803,5,8,7,77.18,54.61,540.26,382.27
8121,1804,1,3,4,101.84,70.09,407.36,280.36
8122,1804,2,230,2,1850.77,1173.51,3701.54,2347.02
8123,1804,3,20,6,35.64,25.79,213.84,154.74
8124,1805,1,256,7,9.83,4.58,68.81,32.06
8125,1805,2,218,2,3432.30,2090.87,6864.60,4181.74
8126,1805,3,107,4,53.16,34.39,212.64,137.56
8127,1805,4,20,3,35.23,25.79,105.69,77.37
8128,1806,1,248,4,22.48,11.23,89.92,44.92
8129,1806,2,50,2,232.31,171.06,464.62,342.12
8130,1806,3,268,9,25.03,11.35,225.27,102.15
8131,1806,4,164,2,284.09,178.38,568.18,356.76
8132,1807,1,50,1,235.97,171.06,235.97,171.06
8133,1807,2,34,1,322.31,224.84,322.31,224.84
8134,1807,3,26,3,179.32,130.99,537.96,392.97
8135,1808,1,6,2,103.82,75.01,207.64,150.02
8136,1808,2,49,1,155.15,110.88,155.15,110.88
8137,1808,3,11,5,31.09,21.20,155.45,106.00
8138,1808,4,259,5,127.08,60.11,635.40,300.55
8139,1808,5,65,6,382.96,260.29,2297.76,1561.74
8140,1809,1,90,6,392.92,242.21,2357.52,1453.26
8141,1809,2,48,7,88.05,61.40,616.35,429.80
8142,1809,3,179,1,1802.04,1098.60,1802.04,1098.60
8143,1810,1,175,16,17.02,10.27,272.32,164.32
8144,1810,2,20,2,35.16,25.79,70.32,51.58
8145,1810,3,158,2,219.64,118.86,439.28,237.72
8146,1810,4,3,6,102.46,70.09,614.76,420.54
8147,1810,5,180,1,532.26,305.62,532.26,305.62
8148,1810,6,9,7,49.17,35.56,344.19,248.92
8149,1811,1,243,10,11.18,5.55,111.80,55.50
8150,1811,2,243,7,11.72,5.55,82.04,38.85
8151,1812,1,202,3,99.04,61.61,297.12,184.83
8152,1812,2,204,3,15.06,8.81,45.18,26.43
8153,1813,1,71,2,1168.51,733.45,2337.02,1466.90
8154,1813,2,218,1,3453.95,2090.87,3453.95,2090.87
8155,1813,3,30,4,330.90,233.56,1323.60,934.24
8156,1813,4,29,5,108.35,77.60,541.75,388.00
8157,1813,5,238,1,9396.85,7709.55,9396.85,7709.55
8158,1813,6,134,3,93.66,54.48,280.98,163.44
8159,1814,1,148,6,170.45,88.92,1022.70,533.52
8160,1814,2,61,1,532.52,357.60,532.52,357.60
8161,1814,3,144,10,72.71,47.01,727.10,470.10
8162,1814,4,108,3,165.42,110.63,496.26,331.89
8163,1814,5,137,5,262.93,172.16,1314.65,860.80
8164,1815,1,138,4,198.49,123.14,793.96,492.56
8165,1815,2,63,1,208.60,135.74,208.60,135.74
8166,1815,3,57,1,184.10,122.94,184.10,122.94
8167,1815,4,65,6,398.59,260.29,2391.54,1561.74
8168,1815,5,97,1,104.87,69.29,104.87,69.29
8169,1816,1,62,4,472.63,313.59,1890.52,1254.36
8170,1816,2,95,1,112.89,74.83,112.89,74.83
8171,1816,3,194,8,71.48,40.71,571.84,325.68
8172,1816,4,166,21,6.84,4.08,143.64,85.68
8173,1817,1,111,6,217.11,134.61,1302.66,807.66
8174,1817,2,152,6,167.14,105.13,1002.84,630.78
8175,1817,3,252,5,19.86,9.46,99.30,47.30
8176,1817,4,128,2,1122.17,665.91,2244.34,1331.82
8177,1818,1,103,3,152.82,100.69,458.46,302.07
8178,1818,2,97,6,107.71,69.29,646.26,415.74
8179,1818,3,121,2,1135.79,678.48,2271.58,1356.96
8180,1818,4,183,2,1737.68,1076.75,3475.36,2153.50
8181,1819,1,169,11,14.06,8.42,154.66,92.62
8182,1819,2,155,4,95.60,58.65,382.40,234.60
8183,1819,3,189,3,197.09,109.77,591.27,329.31
8184,1820,1,163,6,363.66,220.69,2181.96,1324.14
8185,1820,2,48,1,87.74,61.40,87.74,61.40
8186,1820,3,214,2,802.80,484.20,1605.60,968.40
8187,1820,4,107,2,53.22,34.39,106.44,68.78
8188,1821,1,185,2,842.96,481.33,1685.92,962.66
8189,1821,2,226,2,2277.84,1334.85,4555.68,2669.70
8190,1821,3,10,1,73.82,53.68,73.82,53.68
8191,1821,4,280,6,330.12,171.59,1980.72,1029.54
8192,1821,5,193,5,102.08,59.27,510.40,296.35
8193,1821,6,115,3,388.72,260.50,1166.16,781.50
8194,1822,1,65,6,387.58,260.29,2325.48,1561.74
8195,1822,2,19,10,75.45,52.18,754.50,521.80
8196,1822,3,12,7,65.30,45.81,457.10,320.67
8197,1822,4,247,8,16.82,7.68,134.56,61.44
8198,1822,5,3,4,101.57,70.09,406.28,280.36
8199,1822,6,13,7,27.15,19.60,190.05,137.20
8200,1822,7,268,6,24.56,11.35,147.36,68.10
8201,1823,1,242,1,5110.48,4196.49,5110.48,4196.49
8202,1823,2,144,5,74.04,47.01,370.20,235.05
8203,1823,3,112,5,310.74,205.04,1553.70,1025.20
8204,1823,4,186,1,1343.51,807.95,1343.51,807.95
8205,1823,5,127,2,869.70,569.85,1739.40,1139.70
8206,1824,1,120,1,257.13,141.07,257.13,141.07
8207,1824,2,139,3,271.05,142.07,813.15,426.21
8208,1824,3,64,5,150.88,94.71,754.40,473.55
8209,1824,4,147,6,228.04,137.94,1368.24,827.64
8210,1824,5,106,6,120.26,76.12,721.56,456.72
8211,1825,1,27,5,178.95,128.24,894.75,641.20
8212,1825,2,56,4,231.02,142.91,924.08,571.64
8213,1825,3,52,3,236.97,153.81,710.91,461.43
8214,1825,4,33,6,116.70,86.36,700.20,518.16
8215,1825,5,28,5,338.50,247.12,1692.50,1235.60
8216,1826,1,186,2,1383.50,807.95,2767.00,1615.90
8217,1826,2,5,2,103.89,72.66,207.78,145.32
8218,1826,3,62,5,490.02,313.59,2450.10,1567.95
8219,1826,4,143,4,323.05,190.22,1292.20,760.88
8220,1826,5,188,5,132.68,79.02,663.40,395.10
8221,1826,6,240,2,9703.18,7546.94,19406.36,15093.88
8222,1827,1,148,1,166.43,88.92,166.43,88.92
8223,1827,2,53,1,290.32,174.87,290.32,174.87
8224,1827,3,89,5,48.33,31.20,241.65,156.00
8225,1827,4,99,7,66.56,44.42,465.92,310.94
8226,1827,5,173,10,11.77,6.94,117.70,69.40
8227,1827,6,181,2,434.20,259.88,868.40,519.76
8228,1828,1,19,10,74.76,52.18,747.60,521.80
8229,1828,2,104,4,168.05,107.15,672.20,428.60
8230,1828,3,58,1,261.50,164.52,261.50,164.52
8231,1828,4,265,2,120.64,60.52,241.28,121.04
8232,1829,1,118,5,232.14,128.28,1160.70,641.40
8233,1829,2,83,2,183.01,111.62,366.02,223.24
8234,1829,3,141,10,66.35,35.22,663.50,352.20
8235,1830,1,73,2,988.85,634.33,1977.70,1268.66
8236,1830,2,29,1,108.50,77.60,108.50,77.60
8237,1830,3,238,2,9460.45,7709.55,18920.90,15419.10
8238,1830,4,104,5,161.59,107.15,807.95,535.75
8239,1831,1,27,6,178.89,128.24,1073.34,769.44
8240,1831,2,18,4,76.69,55.75,306.76,223.00
8241,1831,3,257,3,11.18,5.19,33.54,15.57
8242,1831,4,146,2,81.02,49.53,162.04,99.06
8243,1832,1,68,1,608.11,397.09,608.11,397.09
8244,1832,2,104,2,160.54,107.15,321.08,214.30
8245,1832,3,51,5,54.95,35.22,274.75,176.10
8246,1832,4,152,2,160.12,105.13,320.24,210.26
8247,1832,5,34,6,323.62,224.84,1941.72,1349.04
8248,1832,6,29,4,107.73,77.60,430.92,310.40
8249,1833,1,107,8,54.36,34.39,434.88,275.12
8250,1833,2,155,8,94.62,58.65,756.96,469.20
8251,1833,3,71,2,1170.07,733.45,2340.14,1466.90
8252,1834,1,205,1,397.23,245.59,397.23,245.59
8253,1834,2,44,5,181.55,129.69,907.75,648.45
8254,1834,3,27,5,173.06,128.24,865.30,641.20
8255,1834,4,10,2,74.12,53.68,148.24,107.36
8256,1834,5,73,2,1006.20,634.33,2012.40,1268.66
8257,1835,1,37,1,335.15,237.81,335.15,237.81
8258,1835,2,221,2,962.41,599.98,1924.82,1199.96
8259,1835,3,237,1,5883.94,4578.33,5883.94,4578.33
8260,1835,4,165,19,40.44,24.90,768.36,473.10
8261,1835,5,41,4,223.78,163.70,895.12,654.80
8262,1835,6,165,12,40.57,24.90,486.84,298.80
8263,1835,7,30,2,323.93,233.56,647.86,467.12
8264,1836,1,66,4,174.52,112.64,698.08,450.56
8265,1836,2,46,10,84.63,60.55,846.30,605.50
8266,1836,3,37,5,336.98,237.81,1684.90,1189.05
8267,1836,4,140,1,145.17,98.32,145.17,98.32
8268,1836,5,27,1,177.43,128.24,177.43,128.24
8269,1836,6,76,2,1136.07,726.32,2272.14,1452.64
8270,1836,7,54,5,343.27,207.20,1716.35,1036.00
8271,1837,1,49,4,156.56,110.88,626.24,443.52
8272,1837,2,121,1,1114.45,678.48,1114.45,678.48
8273,1837,3,38,6,237.89,174.59,1427.34,1047.54
8274,1837,4,50,5,231.80,171.06,1159.00,855.30
8275,1837,5,155,9,94.67,58.65,852.03,527.85
8276,1837,6,5,5,103.62,72.66,518.10,363.30
8277,1837,7,243,2,11.28,5.55,22.56,11.10
8278,1838,1,175,20,17.00,10.27,340.00,205.40
8279,1838,2,272,6,343.66,163.65,2061.96,981.90
8280,1838,3,48,6,86.62,61.40,519.72,368.40
8281,1838,4,178,11,17.48,9.84,192.28,108.24
8282,1839,1,135,3,126.94,64.37,380.82,193.11
8283,1839,2,145,3,177.36,100.72,532.08,302.16
8284,1839,3,135,3,125.99,64.37,377.97,193.11
8285,1839,4,124,1,725.41,403.70,725.41,403.70
8286,1839,5,231,2,2328.66,1366.86,4657.32,2733.72
8287,1839,6,68,1,593.92,397.09,593.92,397.09
8288,1840,1,149,6,273.23,159.43,1639.38,956.58
8289,1840,2,1,7,74.46,51.68,521.22,361.76
8290,1840,3,10,4,72.64,53.68,290.56,214.72
8291,1840,4,74,1,435.49,280.11,435.49,280.11
8292,1841,1,148,2,165.50,88.92,331.00,177.84
8293,1841,2,134,1,92.59,54.48,92.59,54.48
8294,1841,3,163,2,369.85,220.69,739.70,441.38
8295,1842,1,137,1,260.91,172.16,260.91,172.16
8296,1842,2,10,10,71.57,53.68,715.70,536.80
8297,1843,1,43,4,217.45,153.24,869.80,612.96
8298,1843,2,14,8,27.28,18.88,218.24,151.04
8299,1844,1,158,2,214.56,118.86,429.12,237.72
8300,1844,2,124,2,747.20,403.70,1494.40,807.40
8301,1844,3,140,2,145.94,98.32,291.88,196.64
8302,1844,4,44,1,186.17,129.69,186.17,129.69
8303,1844,5,57,6,185.71,122.94,1114.26,737.64
8304,1845,1,42,3,250.11,175.00,750.33,525.00
8305,1845,2,97,1,108.00,69.29,108.00,69.29
8306,1845,3,15,5,23.29,16.93,116.45,84.65
8307,1846,1,250,10,16.47,7.86,164.70,78.60
8308,1846,2,131,4,180.22,98.42,720.88,393.68
8309,1846,3,17,1,32.01,23.28,32.01,23.28
8310,1846,4,124,1,736.17,403.70,736.17,403.70
8311,1846,5,178,7,17.01,9.84,119.07,68.88
8312,1847,1,102,5,47.96,30.10,239.80,150.50
8313,1847,2,238,2,9326.82,7709.55,18653.64,15419.10
8314,1847,3,3,1,100.15,70.09,100.15,70.09
8315,1847,4,53,1,287.21,174.87,287.21,174.87
8316,1848,1,134,3,93.05,54.48,279.15,163.44
8317,1848,2,69,1,405.70,255.29,405.70,255.29
8318,1848,3,271,5,15.11,7.82,75.55,39.10
8319,1849,1,20,9,35.70,25.79,321.30,232.11
8320,1849,2,55,1,277.28,181.85,277.28,181.85
8321,1849,3,184,2,788.72,495.82,1577.44,991.64
8322,1849,4,11,7,29.88,21.20,209.16,148.40
8323,1850,1,148,1,170.49,88.92,170.49,88.92
8324,1850,2,68,1,610.05,397.09,610.05,397.09
8325,1850,3,153,2,234.45,153.05,468.90,306.10
8326,1850,4,43,5,209.61,153.24,1048.05,766.20
8327,1851,1,179,1,1864.33,1098.60,1864.33,1098.60
8328,1851,2,281,3,345.10,165.01,1035.30,495.03
8329,1851,3,61,2,538.80,357.60,1077.60,715.20
8330,1851,4,80,2,1226.37,759.44,2452.74,1518.88
8331,1851,5,100,6,87.63,57.09,525.78,342.54
8332,1852,1,41,5,223.36,163.70,1116.80,818.50
8333,1852,2,164,1,285.57,178.38,285.57,178.38
8334,1852,3,131,5,175.44,98.42,877.20,492.10
8335,1852,4,105,5,143.98,94.23,719.90,471.15
8336,1852,5,258,6,48.84,24.86,293.04,149.16
8337,1852,6,42,6,247.81,175.00,1486.86,1050.00
8338,1852,7,157,1,584.99,355.64,584.99,355.64
8339,1853,1,80,1,1208.76,759.44,1208.76,759.44
8340,1853,2,235,2,2932.37,2262.83,5864.74,4525.66
8341,1853,3,15,3,23.76,16.93,71.28,50.79
8342,1853,4,209,5,334.71,196.43,1673.55,982.15
8343,1854,1,149,5,281.44,159.43,1407.20,797.15
8344,1854,2,240,2,9662.42,7546.94,19324.84,15093.88
8345,1854,3,173,6,11.63,6.94,69.78,41.64
8346,1854,4,25,5,217.49,158.36,1087.45,791.80
8347,1854,5,169,16,13.79,8.42,220.64,134.72
8348,1854,6,190,3,155.33,94.91,465.99,284.73
8349,1855,1,114,4,324.73,209.07,1298.92,836.28
8350,1855,2,117,6,409.50,218.56,2457.00,1311.36
8351,1855,3,153,3,242.63,153.05,727.89,459.15
8352,1855,4,40,4,325.85,237.13,1303.40,948.52
8353,1856,1,33,4,118.75,86.36,475.00,345.44
8354,1856,2,256,3,10.08,4.58,30.24,13.74
8355,1856,3,36,2,258.95,183.32,517.90,366.64
8356,1856,4,42,2,242.18,175.00,484.36,350.00
8357,1856,5,7,5,25.10,18.82,125.50,94.10
8358,1857,1,242,1,5231.08,4196.49,5231.08,4196.49
8359,1857,2,179,2,1802.06,1098.60,3604.12,2197.20
8360,1857,3,281,3,350.05,165.01,1050.15,495.03
8361,1857,4,49,3,158.81,110.88,476.43,332.64
8362,1858,1,222,1,1378.93,865.43,1378.93,865.43
8363,1858,2,89,8,47.72,31.20,381.76,249.60
8364,1858,3,176,5,23.91,14.05,119.55,70.25
8365,1858,4,134,1,93.42,54.48,93.42,54.48
8366,1859,1,118,3,229.61,128.28,688.83,384.84
8367,1859,2,158,6,222.57,118.86,1335.42,713.16
8368,1859,3,86,5,38.20,25.31,191.00,126.55
8369,1859,4,157,1,598.69,355.64,598.69,355.64
8370,1859,5,141,10,65.67,35.22,656.70,352.20
8371,1860,1,41,1,229.26,163.70,229.26,163.70
8372,1861,1,269,11,27.28,13.16,300.08,144.76
8373,1861,2,26,1,181.81,130.99,181.81,130.99
8374,1861,3,278,9,93.07,45.28,837.63,407.52
8375,1862,1,115,5,398.30,260.50,1991.50,1302.50
8376,1862,2,120,1,263.02,141.07,263.02,141.07
8377,1863,1,94,2,30.60,19.18,61.20,38.36
8378,1863,2,192,3,168.85,105.15,506.55,315.45
8379,1863,3,165,23,41.22,24.90,948.06,572.70
8380,1864,1,162,5,363.91,237.76,1819.55,1188.80
8381,1864,2,103,2,156.56,100.69,313.12,201.38
8382,1864,3,256,6,9.81,4.58,58.86,27.48
8383,1865,1,136,5,56.25,36.78,281.25,183.90
8384,1865,2,199,6,28.23,16.45,169.38,98.70
8385,1865,3,53,4,286.51,174.87,1146.04,699.48
8386,1865,4,30,2,335.25,233.56,670.50,467.12
8387,1865,5,281,6,334.55,165.01,2007.30,990.06
8388,1865,6,30,4,327.20,233.56,1308.80,934.24
8389,1865,7,20,9,35.57,25.79,320.13,232.11
8390,1866,1,116,2,367.11,217.30,734.22,434.60
8391,1866,2,216,1,2241.58,1385.43,2241.58,1385.43
8392,1866,3,60,4,110.09,68.28,440.36,273.12
8393,1866,4,25,6,211.42,158.36,1268.52,950.16
8394,1866,5,61,1,532.34,357.60,532.34,357.60
8395,1866,6,73,1,967.09,634.33,967.09,634.33
8396,1867,1,236,1,8525.28,7076.54,8525.28,7076.54
8397,1867,2,248,4,22.51,11.23,90.04,44.92
8398,1868,1,143,6,327.04,190.22,1962.24,1141.32
8399,1868,2,120,1,266.31,141.07,266.31,141.07
8400,1868,3,148,3,167.20,88.92,501.60,266.76
8401,1868,4,114,6,331.85,209.07,1991.10,1254.42
8402,1868,5,107,6,54.06,34.39,324.36,206.34
8403,1869,1,44,6,179.84,129.69,1079.04,778.14
8404,1869,2,18,5,77.29,55.75,386.45,278.75
8405,1869,3,40,5,335.88,237.13,1679.40,1185.65
8406,1869,4,15,1,23.42,16.93,23.42,16.93
8407,1869,5,53,3,289.86,174.87,869.58,524.61
8408,1870,1,226,2,2218.45,1334.85,4436.90,2669.70
8409,1870,2,5,6,104.17,72.66,625.02,435.96
8410,1870,3,29,3,106.12,77.60,318.36,232.80
8411,1870,4,230,2,1888.61,1173.51,3777.22,2347.02
8412,1870,5,55,3,285.95,181.85,857.85,545.55
8413,1871,1,80,1,1202.88,759.44,1202.88,759.44
8414,1871,2,7,3,26.15,18.82,78.45,56.46
8415,1872,1,250,2,16.26,7.86,32.52,15.72
8416,1872,2,68,1,598.37,397.09,598.37,397.09
8417,1872,3,97,2,105.08,69.29,210.16,138.58
8418,1872,4,7,8,25.14,18.82,201.12,150.56
8419,1872,5,123,2,1054.35,572.68,2108.70,1145.36
8420,1872,6,88,4,427.51,276.69,1710.04,1106.76
8421,1872,7,200,9,50.71,31.56,456.39,284.04
8422,1873,1,10,8,73.12,53.68,584.96,429.44
8423,1873,2,44,2,180.67,129.69,361.34,259.38
8424,1873,3,234,1,1964.27,1218.79,1964.27,1218.79
8425,1873,4,253,9,21.71,9.90,195.39,89.10
8426,1874,1,84,6,415.85,267.56,2495.10,1605.36
8427,1874,2,25,6,217.51,158.36,1305.06,950.16
8428,1874,3,250,4,16.97,7.86,67.88,31.44
8429,1874,4,140,2,151.43,98.32,302.86,196.64
8430,1875,1,89,10,49.01,31.20,490.10,312.00
8431,1875,2,137,4,257.22,172.16,1028.88,688.64
8432,1876,1,23,4,188.03,136.55,752.12,546.20
8433,1876,2,68,2,603.08,397.09,1206.16,794.18
8434,1876,3,74,6,435.90,280.11,2615.40,1680.66
8435,1876,4,153,4,239.63,153.05,958.52,612.20
8436,1876,5,88,5,428.04,276.69,2140.20,1383.45
8437,1877,1,4,5,42.22,30.33,211.10,151.65
8438,1877,2,245,6,16.29,8.11,97.74,48.66
8439,1877,3,213,2,1722.39,1046.19,3444.78,2092.38
8440,1877,4,166,10,6.72,4.08,67.20,40.80
8441,1877,5,184,2,797.71,495.82,1595.42,991.64
8442,1878,1,254,9,7.51,3.49,67.59,31.41
8443,1878,2,4,10,42.05,30.33,420.50,303.30
8444,1878,3,87,5,398.60,259.51,1993.00,1297.55
8445,1878,4,92,6,397.80,252.26,2386.80,1513.56
8446,1878,5,87,6,395.77,259.51,2374.62,1557.06
8447,1878,6,76,2,1095.05,726.32,2190.10,1452.64
8448,1879,1,12,3,64.01,45.81,192.03,137.43
8449,1879,2,46,5,84.31,60.55,421.55,302.75
8450,1879,3,205,5,409.18,245.59,2045.90,1227.95
8451,1880,1,48,10,87.60,61.40,876.00,614.00
8452,1880,2,33,4,119.25,86.36,477.00,345.44
8453,1880,3,21,6,60.33,43.54,361.98,261.24
8454,1880,4,25,5,214.60,158.36,1073.00,791.80
8455,1880,5,56,1,232.30,142.91,232.30,142.91
8456,1881,1,3,2,100.56,70.09,201.12,140.18
8457,1881,2,227,2,2884.92,1788.06,5769.84,3576.12
8458,1881,3,107,6,55.06,34.39,330.36,206.34
8459,1881,4,273,3,257.40,122.95,772.20,368.85
8460,1881,5,55,4,280.65,181.85,1122.60,727.40
8461,1882,1,97,5,103.31,69.29,516.55,346.45
8462,1882,2,47,6,143.72,99.31,862.32,595.86
8463,1882,3,22,9,63.47,45.14,571.23,406.26
8464,1882,4,43,4,208.09,153.24,832.36,612.96
8465,1883,1,46,5,83.61,60.55,418.05,302.75
8466,1883,2,104,3,165.92,107.15,497.76,321.45
8467,1883,3,63,6,210.23,135.74,1261.38,814.44
8468,1884,1,23,5,187.98,136.55,939.90,682.75
8469,1884,2,17,4,33.47,23.28,133.88,93.12
8470,1884,3,31,5,167.70,124.41,838.50,622.05
8471,1884,4,26,4,181.83,130.99,727.32,523.96
8472,1885,1,122,2,230.26,141.44,460.52,282.88
8473,1885,2,145,2,175.63,100.72,351.26,201.44
8474,1885,3,85,9,60.08,40.40,540.72,363.60
8475,1885,4,95,2,111.70,74.83,223.40,149.66
8476,1885,5,55,4,281.38,181.85,1125.52,727.40
8477,1886,1,246,9,23.83,11.26,214.47,101.34
8478,1886,2,166,10,6.92,4.08,69.20,40.80
8479,1886,3,5,6,100.38,72.66,602.28,435.96
8480,1886,4,239,1,7089.48,5719.14,7089.48,5719.14
8481,1886,5,47,2,137.83,99.31,275.66,198.62
8482,1887,1,98,5,44.61,29.22,223.05,146.10
8483,1887,2,155,8,96.85,58.65,774.80,469.20
8484,1888,1,140,6,149.59,98.32,897.54,589.92
8485,1888,2,159,4,489.42,304.57,1957.68,1218.28
8486,1888,3,66,1,181.37,112.64,181.37,112.64
8487,1888,4,130,1,1125.98,748.93,1125.98,748.93
8488,1888,5,60,5,105.43,68.28,527.15,341.40
8489,1889,1,79,1,638.73,423.61,638.73,423.61
8490,1889,2,227,2,2899.38,1788.06,5798.76,3576.12
8491,1889,3,119,2,291.57,182.25,583.14,364.50
8492,1889,4,2,6,114.16,82.34,684.96,494.04
8493,1889,5,59,3,226.43,147.29,679.29,441.87
8494,1890,1,153,6,240.72,153.05,1444.32,918.30
8495,1890,2,170,24,21.76,12.02,522.24,288.48
8496,1890,3,203,7,35.84,21.36,250.88,149.52
8497,1890,4,37,4,347.15,237.81,1388.60,951.24
8498,1890,5,226,1,2236.48,1334.85,2236.48,1334.85
8499,1891,1,254,8,7.52,3.49,60.16,27.92
8500,1891,2,88,5,421.63,276.69,2108.15,1383.45
8501,1891,3,13,4,27.38,19.60,109.52,78.40
8502,1891,4,127,2,894.32,569.85,1788.64,1139.70
8503,1891,5,15,4,23.57,16.93,94.28,67.72
8504,1892,1,243,5,11.64,5.55,58.20,27.75
8505,1892,2,152,6,166.90,105.13,1001.40,630.78
8506,1892,3,247,4,16.70,7.68,66.80,30.72
8507,1892,4,36,2,253.77,183.32,507.54,366.64
8508,1892,5,40,4,331.92,237.13,1327.68,948.52
8509,1893,1,208,5,428.26,272.22,2141.30,1361.10
8510,1893,2,85,6,62.31,40.40,373.86,242.40
8511,1894,1,117,4,398.31,218.56,1593.24,874.24
8512,1894,2,2,4,113.81,82.34,455.24,329.36
8513,1894,3,13,1,27.99,19.60,27.99,19.60
8514,1894,4,144,9,72.65,47.01,653.85,423.09
8515,1894,5,144,6,72.87,47.01,437.22,282.06
8516,1894,6,255,8,19.15,9.33,153.20,74.64
8517,1895,1,139,6,271.54,142.07,1629.24,852.42
8518,1895,2,137,1,256.80,172.16,256.80,172.16
8519,1895,3,96,7,67.31,41.96,471.17,293.72
8520,1895,4,248,6,21.62,11.23,129.72,67.38
8521,1896,1,34,6,323.12,224.84,1938.72,1349.04
8522,1896,2,10,9,73.32,53.68,659.88,483.12
8523,1896,3,23,1,184.35,136.55,184.35,136.55
8524,1896,4,16,9,51.43,36.85,462.87,331.65
8525,1896,5,241,2,8998.91,7150.83,17997.82,14301.66
8526,1896,6,231,1,2327.88,1366.86,2327.88,1366.86
8527,1897,1,250,9,16.55,7.86,148.95,70.74
8528,1897,2,28,3,335.04,247.12,1005.12,741.36
8529,1897,3,52,6,243.64,153.81,1461.84,922.86
8530,1898,1,170,24,20.92,12.02,502.08,288.48
8531,1898,2,236,1,8627.60,7076.54,8627.60,7076.54
8532,1898,3,4,7,42.80,30.33,299.60,212.31
8533,1899,1,28,4,330.59,247.12,1322.36,988.48
8534,1899,2,175,7,17.35,10.27,121.45,71.89
8535,1899,3,104,2,168.49,107.15,336.98,214.30
8536,1899,4,18,2,79.07,55.75,158.14,111.50
8537,1900,1,152,6,162.10,105.13,972.60,630.78
