product_id,sku,name,manufacturer,category_l1,category_l2,cost,price,msrp,uom,min_order_qty,status
193,AUT-LOT-007,Under Door Tool,Pro-Lok,Automotive,Lockout Tools,59.27,107.20,139.42,EA,1,ACTIVE
194,AUT-LOT-008,Car Opening Tool Set - 12 Piece,Pro-Lok,Automotive,Lockout Tools,40.71,72.66,109.76,EA,1,ACTIVE
195,AUT-RMT-001,Remote Head Key Toyota - 4 Button,Keyline,Automotive,Remotes & Fobs,65.91,116.75,159.88,EA,1,ACTIVE
196,AUT-RMT-002,Remote Head Key Honda - 3 Button,Ilco,Automotive,Remotes & Fobs,11.84,20.99,31.56,EA,1,ACTIVE
197,AUT-RMT-003,Remote Head Key Ford - 4 Button,Keyline,Automotive,Remotes & Fobs,35.43,63.80,94.12,EA,1,ACTIVE
198,AUT-RMT-004,Smart Key Prox Nissan - 4 Button,Keyline,Automotive,Remotes & Fobs,41.67,73.24,116.60,EA,1,ACTIVE
199,AUT-RMT-005,Smart Key Prox Toyota - 4 Button,JMA USA,Automotive,Remotes & Fobs,16.45,28.42,45.33,EA,1,ACTIVE
200,AUT-RMT-006,Keyless Remote Chevy - 4 Button,Keyline,Automotive,Remotes & Fobs,31.56,52.85,82.05,EA,1,ACTIVE
201,AUT-RMT-007,Flip Key Remote VW - 4 Button,Keyline,Automotive,Remotes & Fobs,12.61,21.55,30.43,EA,1,ACTIVE
202,AUT-RMT-008,Smart Key Prox Honda - 4 Button,Ilco,Automotive,Remotes & Fobs,61.61,103.65,144.11,EA,1,ACTIVE
203,AUT-RMT-009,Remote Fob Chrysler - 4 Button,Ilco,Automotive,Remotes & Fobs,21.36,36.97,54.65,EA,1,ACTIVE
204,AUT-RMT-010,Smart Key Prox Hyundai - 4 Button,Strattec,Automotive,Remotes & Fobs,8.81,15.18,21.59,EA,1,ACTIVE
205,SAF-RES-001,Home Safe HD-100 - Digital,Liberty Safe,Safes & Security,Residential Safes,245.59,416.49,655.57,EA,1,ACTIVE
206,SAF-RES-002,Home Safe HD-200 - Digital,Hollon,Safes & Security,Residential Safes,184.30,307.55,424.51,EA,1,ACTIVE
207,SAF-RES-003,Fire Safe F-1212 - 30 Min,Gardall,Safes & Security,Residential Safes,267.83,457.23,688.26,EA,1,ACTIVE
208,SAF-RES-004,Fire Safe F-2014 - 60 Min,Hollon,Safes & Security,Residential Safes,272.22,439.61,632.54,EA,1,ACTIVE
209,SAF-RES-005,Wall Safe WS-1014 - Biometric,Gardall,Safes & Security,Residential Safes,196.43,336.84,491.72,EA,1,ACTIVE
210,SAF-RES-006,Floor Safe B-1500 - Dial,AMSEC,Safes & Security,Residential Safes,447.60,734.28,962.72,EA,1,ACTIVE
211,SAF-RES-007,Jewelry Safe JS-200 - Digital,AMSEC,Safes & Security,Residential Safes,269.84,435.24,582.94,EA,1,ACTIVE
212,SAF-RES-008,Personal Safe PS-100 - Biometric,Hollon,Safes & Security,Residential Safes,144.12,237.39,375.39,EA,1,ACTIVE
213,SAF-COM-001,Commercial Safe BF3416 - Fire Rated,Liberty Safe,Safes & Security,Commercial Safes,1046.19,1759.41,2328.33,EA,1,ACTIVE
214,SAF-COM-002,Commercial Safe BF5024 - TL15,AMSEC,Safes & Security,Commercial Safes,484.20,833.25,1315.29,EA,1,ACTIVE
215,SAF-COM-003,Burglar Safe TL-15 - Class B,Hollon,Safes & Security,Commercial Safes,737.88,1225.13,1925.68,EA,1,ACTIVE
216,SAF-COM-004,Burglar Safe TL-30 - Class C,AMSEC,Safes & Security,Commercial Safes,1385.43,2266.62,3253.35,EA,1,ACTIVE
217,SAF-COM-005,High Security Safe - GSA Rated,Liberty Safe,Safes & Security,Commercial Safes,1052.06,1800.87,2427.91,EA,1,ACTIVE
218,SAF-COM-006,Office Safe OS-200 - Digital,AMSEC,Safes & Security,Commercial Safes,2090.87,3461.87,5278.57,EA,1,ACTIVE
219,SAF-COM-007,Commercial Wall Safe CWS-2014,Gardall,Safes & Security,Commercial Safes,488.06,807.80,1097.82,EA,1,ACTIVE
220,SAF-COM-008,Record Safe RS-2418 - 2 Hour,AMSEC,Safes & Security,Commercial Safes,908.33,1499.65,2113.35,EA,1,ACTIVE
221,SAF-GUN-001,Gun Safe Centurion 12,Liberty Safe,Safes & Security,Gun Safes,599.98,1010.81,1572.79,EA,1,ACTIVE
222,SAF-GUN-002,Gun Safe Centurion 24,Liberty Safe,Safes & Security,Gun Safes,865.43,1402.53,2221.70,EA,1,ACTIVE
223,SAF-GUN-003,Gun Safe Colonial 23,Liberty Safe,Safes & Security,Gun Safes,1620.14,2765.59,3988.95,EA,1,DISCONTINUED
224,SAF-GUN-004,Gun Safe Fatboy Jr 48,Liberty Safe,Safes & Security,Gun Safes,835.89,1350.96,1940.17,EA,1,ACTIVE
225,SAF-GUN-005,Gun Safe USA 36,Liberty Safe,Safes & Security,Gun Safes,646.85,1101.28,1756.91,EA,1,ACTIVE
226,SAF-GUN-006,Handgun Vault - Biometric,Browning,Safes & Security,Gun Safes,1334.85,2301.18,3054.13,EA,1,ACTIVE
227,SAF-GUN-007,Under Bed Gun Safe,Liberty Safe,Safes & Security,Gun Safes,1788.06,2908.29,4052.84,EA,1,ACTIVE
228,SAF-GUN-008,Quick Access Gun Safe,Liberty Safe,Safes & Security,Gun Safes,690.49,1171.64,1668.89,EA,1,ACTIVE
229,SAF-DEP-001,Depository Safe DSR-2014 - Front Load,Hollon,Safes & Security,Deposit Safes,831.10,1387.70,1829.55,EA,1,ACTIVE
230,SAF-DEP-002,Depository Safe DSR-2814 - Front Load,FireKing,Safes & Security,Deposit Safes,1173.51,1943.34,3103.36,EA,1,ACTIVE
231,SAF-DEP-003,Depository Safe DSR-3614 - Rear Load,Hollon,Safes & Security,Deposit Safes,1366.86,2335.31,3346.68,EA,1,ACTIVE
232,SAF-DEP-004,Drop Safe B-Rated - Dual Key,Hollon,Safes & Security,Deposit Safes,451.11,766.49,1085.55,EA,1,ACTIVE
233,SAF-DEP-005,Rotary Deposit Safe - Digital,Hollon,Safes & Security,Deposit Safes,771.13,1304.21,1823.53,EA,1,DISCONTINUED
234,SAF-DEP-006,Through-Wall Depository - Digital,Gardall,Safes & Security,Deposit Safes,1218.79,2053.86,3178.27,EA,1,ACTIVE
235,KEY-MCH-001,Key Machine Speed 044 - Manual,Silca,Key Machines & Supplies,Key Machines,2262.83,2941.93,4362.48,EA,1,ACTIVE
236,KEY-MCH-002,Key Machine Speed 046 - Semi-Auto,Framon,Key Machines & Supplies,Key Machines,7076.54,8965.31,13146.73,EA,1,ACTIVE
237,KEY-MCH-003,Key Machine Futura Pro - Laser,Framon,Key Machines & Supplies,Key Machines,4578.33,6103.72,8471.91,EA,1,ACTIVE
238,KEY-MCH-004,Key Machine Ninja Laser,Framon,Key Machines & Supplies,Key Machines,7709.55,9805.08,14088.62,EA,1,ACTIVE
239,KEY-MCH-005,High Security Key Machine,Silca,Key Machines & Supplies,Key Machines,5719.14,7339.62,11474.61,EA,1,ACTIVE
240,KEY-MCH-006,Code Cutting Machine - Electronic,Ilco,Key Machines & Supplies,Key Machines,7546.94,9837.05,15479.15,EA,1,ACTIVE
241,KEY-MCH-007,Flat Steel Key Machine,HPC,Key Machines & Supplies,Key Machines,7150.83,9316.46,13661.24,EA,1,ACTIVE
242,KEY-MCH-008,Tubular Key Machine,Ilco,Key Machines & Supplies,Key Machines,4196.49,5331.08,7613.75,EA,1,ACTIVE
243,KEY-BLK-001,Key Blank SC1 - Schlage 5-Pin (50pk),JMA USA,Key Machines & Supplies,Key Blanks,5.55,11.74,18.53,PK,1,ACTIVE
244,KEY-BLK-002,Key Blank KW1 - Kwikset 5-Pin (50pk),Ilco,Key Machines & Supplies,Key Blanks,2.93,5.87,7.83,PK,1,ACTIVE
245,KEY-BLK-003,Key Blank Y1 - Yale 5-Pin (50pk),JMA USA,Key Machines & Supplies,Key Blanks,8.11,16.32,25.17,PK,1,ACTIVE
246,KEY-BLK-004,Key Blank WR5 - Weiser 5-Pin (50pk),Ilco,Key Machines & Supplies,Key Blanks,11.26,23.87,36.85,PK,1,ACTIVE
247,KEY-BLK-005,Key Blank SC4 - Schlage 6-Pin (50pk),JMA USA,Key Machines & Supplies,Key Blanks,7.68,16.95,23.09,PK,1,ACTIVE
248,KEY-BLK-006,Key Blank KW10 - Kwikset 6-Pin (50pk),Ilco,Key Machines & Supplies,Key Blanks,11.23,22.66,32.56,PK,1,ACTIVE
249,KEY-BLK-007,Key Blank CO87 - Corbin (50pk),Silca,Key Machines & Supplies,Key Blanks,7.18,15.67,20.70,PK,1,ACTIVE
250,KEY-BLK-008,Key Blank RU45 - Russwin (50pk),Silca,Key Machines & Supplies,Key Blanks,7.86,17.07,23.78,PK,1,ACTIVE
251,KEY-BLK-009,Key Blank BE2 - Best (50pk),JMA USA,Key Machines & Supplies,Key Blanks,4.68,9.58,14.08,PK,1,ACTIVE
252,KEY-BLK-010,Key Blank S22 - Sargent (50pk),JMA USA,Key Machines & Supplies,Key Blanks,9.46,20.46,27.57,PK,1,ACTIVE
253,KEY-BLK-011,High Security Blank Primus (10pk),JMA USA,Key Machines & Supplies,Key Blanks,9.90,21.93,29.46,PK,1,ACTIVE
254,KEY-BLK-012,High Security Blank Medeco (10pk),Keyline,Key Machines & Supplies,Key Blanks,3.49,7.65,10.15,PK,1,ACTIVE
255,KEY-BLK-013,Key Blank AR1 - Arrow (50pk),Silca,Key Machines & Supplies,Key Blanks,9.33,19.78,30.28,PK,1,ACTIVE
256,KEY-BLK-014,Key Blank FA2 - Falcon (50pk),Silca,Key Machines & Supplies,Key Blanks,4.58,10.12,15.34,PK,1,ACTIVE
257,KEY-BLK-015,Key Blank YH49 - Yale Hotel (50pk),Ilco,Key Machines & Supplies,Key Blanks,5.19,11.25,14.93,PK,1,ACTIVE
258,KEY-PIN-001,Universal Pinning Kit .003 - LAB,Schlage,Key Machines & Supplies,Pinning Kits,24.86,50.54,80.46,KIT,1,ACTIVE
259,KEY-PIN-002,Schlage Pinning Kit - Bottom Pins,LAB,Key Machines & Supplies,Pinning Kits,60.11,127.10,165.67,KIT,1,ACTIVE
260,KEY-PIN-003,Kwikset Pinning Kit - Bottom Pins,Schlage,Key Machines & Supplies,Pinning Kits,78.42,168.15,230.90,KIT,1,ACTIVE
261,KEY-PIN-004,Corbin Russwin Repin Kit,LAB,Key Machines & Supplies,Pinning Kits,75.88,164.31,225.94,KIT,1,ACTIVE
262,KEY-PIN-005,Master Keying Pin Kit - Universal,A-1 Security,Key Machines & Supplies,Pinning Kits,28.59,58.06,80.44,KIT,1,ACTIVE
263,KEY-PIN-006,IC Core Repin Kit,Kwikset,Key Machines & Supplies,Pinning Kits,95.24,193.33,291.40,KIT,1,ACTIVE
264,KEY-PIN-007,Top Pin Assortment Kit,A-1 Security,Key Machines & Supplies,Pinning Kits,30.09,65.40,96.22,KIT,1,ACTIVE
265,KEY-PIN-008,Spring Assortment Kit,LAB,Key Machines & Supplies,Pinning Kits,60.52,126.13,184.28,KIT,1,ACTIVE
266,KEY-LUB-001,Lock Lubricant Spray - 3oz,CRC,Key Machines & Supplies,Lubricants,6.16,12.52,18.13,EA,6,DISCONTINUED
267,KEY-LUB-002,Graphite Lubricant - 1.5oz,Tri-Flow,Key Machines & Supplies,Lubricants,2.59,5.21,7.56,EA,6,ACTIVE
268,KEY-LUB-003,Teflon Lubricant Spray - 4oz,Tri-Flow,Key Machines & Supplies,Lubricants,11.35,25.07,33.39,EA,6,ACTIVE
269,KEY-LUB-004,Penetrating Oil - 8oz,WD-40 Specialist,Key Machines & Supplies,Lubricants,13.16,27.92,39.05,EA,6,ACTIVE
270,KEY-LUB-005,Lock De-Icer Spray - 3oz,WD-40 Specialist,Key Machines & Supplies,Lubricants,12.01,26.07,39.90,EA,6,ACTIVE
271,KEY-LUB-006,Silicone Spray - 4oz,Houdini,Key Machines & Supplies,Lubricants,7.82,15.66,21.29,EA,6,ACTIVE
272,KEY-TLS-001,Pick Set - 14 Piece Slimline,A-1 Security,Key Machines & Supplies,Tools,163.65,351.01,530.75,EA,1,ACTIVE
273,KEY-TLS-002,Pick Set - 22 Piece Professional,A-1 Security,Key Machines & Supplies,Tools,122.95,258.60,379.85,EA,1,ACTIVE
274,KEY-TLS-003,Plug Follower Set - 7 Piece,Peterson,Key Machines & Supplies,Tools,145.74,313.00,464.98,EA,1,ACTIVE
275,KEY-TLS-004,Cylinder Cap Remover Set,A-1 Security,Key Machines & Supplies,Tools,97.92,216.75,322.45,EA,1,ACTIVE
276,KEY-TLS-005,Pin Tweezer Kit,HPC,Key Machines & Supplies,Tools,69.90,144.78,229.45,EA,1,ACTIVE
277,KEY-TLS-006,Shim Set - Assorted,Peterson,Key Machines & Supplies,Tools,108.03,226.46,298.30,EA,1,ACTIVE
278,KEY-TLS-007,Mortise Cylinder Tool Kit,HPC,Key Machines & Supplies,Tools,45.28,95.78,152.98,EA,1,ACTIVE
279,KEY-TLS-008,IC Core Removal Tool,Peterson,Key Machines & Supplies,Tools,171.59,350.90,529.08,EA,1,ACTIVE
280,KEY-TLS-009,Key Gauge - Schlage/Kwikset,A-1 Security,Key Machines & Supplies,Tools,171.59,347.14,533.84,EA,1,ACTIVE
281,KEY-TLS-010,Door Viewer Installation Kit,A-1 Security,Key Machines & Supplies,Tools,165.01,351.08,546.32,EA,1,ACTIVE
